TCID,NUM ASEGURADOS,PRIMA ESPERADA,FLUJO,TIPO,RUN,CLAVE,RIESGO,TIPO DE DEDUCIBLE,TIPO DE COASEGURO,PLAN,MONEDA,FECHA SOLICITUD,FECHA EFECTO,CONDUCTO DE COBRO,FORMA DE PAGO,AGENTE,PARTICIPACION,DEDUCIBLE,DEDUCIBLE EN EXCESO,COASEGURO,GURA,SUMA ASEGURADA,TF,GF,CAE,CEC,CEE,CEDA,DENTAL,CEDA PREM,CRFCA,AMCDC,AMCDA1,AMCDA2,AMCDA3,AMCDA4,AMCDA5,AMCDA6,AMCDA7,AMCDA8,AMCDA9,AMCDA10,CETTEC,CETTEA1,CETTEA2,CETTEA3,CETTEA4,CETTEA5,CETTEA6,CETTEA7,CETTEA8,CETTEA9,CETTEA10,DNIC,DNIA1,DNIA2,DNIA3,DNIA4,DNIA5,DNIA6,DNIA7,DNIA8,DNIA9,DNIA10,CMAC,CMAA1,CMAA2,CMAA3,CMAA4,CMAA5,CMAA6,CMAA7,CMAA8,CMAA9,CMAA10,POLIZA
333,5,212380.79652167938,emision,GMM,0,CG-111-X,NO,UNI,UNI,PLENO,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,25000,NO,10,0,200000,TF,GF,CAE,CEC,NO,CEDA,DP,NO,NO,AMCD,AMCD,AMCD,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,ALERENCEN19850101H01,NATGAMMOL20210101H01,NATYANVID20220101H01,NICRODOLE20230101H01,NICSANGAR20240101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
334,6,97817.91066903809,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,41000,NO,10,0,200000,TF,GF,CAE,CEC,NO,CEDA,NO,NO,NO,AMCD,AMCD,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,SANARAHAN20020101H01,MAXZENCAB20210101M01,LEOSANDAV20220101M01,DAMESQARE20230101M01,BAUTALWAS20240101M01,BENMAGGAM20240101M01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
335,4,156913.1137665948,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,41000,NO,10,0,200000,TF,GF,CAE,CEC,CEE,CEDA,NO,NO,NO,AMCD,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,LUCARBCHA19950101H01,ENZARTVAR20210101H01,ADRNIEREY20220101H01,ETHSALESC20230101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
336,3,144696.90385023077,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,41000,NO,10,0,200000,TF,GF,CAE,CEC,CEE,CEDA,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,FRAVILALV19950101M01,LUCCONSUT20220101M01,NOALYOSAL20260101M01,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
337,6,250051.5093268124,emision,GMM,0,CG-111-X,NO,UNI,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,47000,NO,10,0,80000000,TF,GF,CAE,CEC,CEE,CEDA,DP,NO,NO,AMCD,NO,AMCD,AMCD,NO,AMCD,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NINESCFER19800101H01,NINCARMOR20070101M01,NOALEAGAR20090101M01,NOAMEZGRA20100101H01,ERIORTTEL20110101M01,OLIMORLEA20120101H01,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,
338,2,16480.68770428153,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,600000,SI,10,25,170000000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,DEROQUJAR19910101M01,BASQUIBAU19910101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
339,9,73755.41699165641,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,200000,SI,15,50,80000000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,AMCD,AMCD,AMCD,NO,AMCD,AMCD,NO,NO,NO,NO,NO,CETTE,NO,CETTE,NO,NO,NO,NO,NO,CETTE,NO,NO,CHRRAYMON19750101M01,FACAYACOR19750101H01,CIRVALAGU20090101M01,MATGRAMUN20100101H01,AXESIECAR20130101M01,CALACEROD20140101H01,SALPETTEL20170101M01,OLIGALZEP20220101M01,OLIGILCAR20240101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
340,2,96914.86762445292,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,77000,NO,10,0,60000000,TF,GF,CAE,CEC,CEE,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PALBLAPOR19910101M01,PALCISSAL19910101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
341,2,526243.3580423063,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,29000,NO,15,0,90000000,TF,GF,CAE,CEC,CEE,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PAMARRLEA19750101M01,IZANANBAN19750101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
342,2,24080.029754161333,emision,GMM,0,CG-111-X,Ambos,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,96000,NO,20,25,1000000,TF,GF,CAE,CEC,NO,NO,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,ALABRIROS19980101M01,DOMMONVIG19980101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
343,2,12717.56114935972,emision,GMM,0,CG-111-X,NO,ANU,UNI,INTEGRO,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,600000,SI,10,25,80000000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,GONBECTOV19910101M01,PAMCHIWIL19910101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
344,7,109789.2219103159,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,TRIMESTRAL,11026,100,59000,NO,20,50,300000,TF,GF,CAE,NO,NO,CEDA,NO,NO,NO,AMCD,NO,AMCD,AMCD,AMCD,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PAOCASSAU19890101M01,PAOLOPJAR19890101H01,ALECHIHER20060101M01,PATGRAPAZ20100101M01,PATREEBAR20140101M01,VICLUCGRA20180101M01,PAUVANYAN20220101M01,NO,NO,NO,NO,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,
345,2,72876.53064350033,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,65000,NO,15,50,2000000,TF,GF,CAE,CEC,NO,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,VICFERARA19800101M01,PAUBOSABA19800101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
346,2,43518.092028441606,emision,GMM,0,CG-111-X,NO,ANU,UNI,INTEGRO,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,200000,SI,15,50,50000000,TF,GF,CAE,NO,NO,NO,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,VALFUEWRI19750101M01,PAUGEOPER19750101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
347,2,164863.62666340655,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,53000,NO,10,0,500000,TF,GF,CAE,CEC,NO,NO,DP,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,TOMGERPAL19710101M01,PAUMACTUR19710101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
348,2,92674.19669715596,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,47000,NO,10,25,3000000,TF,GF,CAE,CEC,NO,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,THILUIBOJ19940101M01,PILURICAR19780101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
349,2,25465.43755332235,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,96000,NO,20,0,1000000,TF,GF,CAE,NO,NO,NO,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SIMCARESQ19980101M01,PILTERROS19980101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
350,2,34108.85916802933,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,53000,NO,10,0,170000000,TF,GF,CAE,NO,NO,CEDA,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,RAFLUJCAB19910101M01,SERPINARR19910101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
351,2,43472.741798053175,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,TRIMESTRAL,11026,100,77000,NO,20,25,300000,TF,GF,CAE,NO,NO,NO,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,RAFPAUARA19890101M01,SEBANTPAD19890101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
352,2,61166.49188549831,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,65000,NO,15,0,2000000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,RAQGERDEL19800101M01,SANGERMER19800101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
353,7,160573.5431783059,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,29000,NO,15,0,70000000,TF,GF,NO,NO,NO,CEDA,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,RAQCORGAM19750101M01,SANMANORT19750101H01,REBDISRAB20160101M01,SANREDTRO20190101H01,REBGROCOR20200101M01,SAMDEDATK20210101H01,REGZURHIN20220101M01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
354,2,143100.2156634066,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,53000,NO,10,0,500000,TF,GF,CAE,CEC,NO,NO,DP,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,REGALVMAR19710101M01,RENPAUESC19710101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
355,2,176843.48117884938,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,47000,NO,10,50,3000000,TF,GF,CAE,NO,NO,NO,DP,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,RENFERSOL19650101M01,REYBUSCRU20060101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
356,11,1447108.479691376,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO NOVO,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,25000,NO,10,25,200000,TF,GF,CAE,CEC,NO,NO,DP,NO,NO,AMCD,AMCD,NO,AMCD,NO,AMCD,NO,AMCD,AMCD,AMCD,AMCD,CETTE,NO,NO,CETTE,NO,NO,CETTE,NO,NO,CETTE,NO,REYCHIARM20060101M01,SALCHIPET19650101H01,ROBGIBSAH19630101M01,RUBGILATE19650101H01,ROBLLALLA20060101H01,ROGLLACAR20120101H01,ROMCOSOCA20160101H01,RODDELKEL20200101H01,ROMCARCUE20250101H01,RODJENNAN20260101H01,ROSGRIREZ20260101H01,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
357,7,199134.58153866566,emision,GMM,0,CG-111-X,Ambos,ANU,UNI,PLENO NOVO,PESO,01032026,01032026,AGENTE,TRIMESTRAL,11026,100,29000,NO,10,50,300000,TF,GF,CAE,CEC,NO,NO,NO,NO,NO,AMCD,AMCD,AMCD,NO,AMCD,NO,AMCD,NO,NO,NO,NO,CETTE,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,ROBTISORO20050101M01,ROSCOLSAA20050101H01,RICLOVSEG20080101M01,RUTCHRCAS20090101H01,RAUCIDAGU20100101M01,RUTGILCAL20130101H01,RAMGILCHA20140101M01,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
358,9,196162.19877339847,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO NOVO,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,35000,NO,15,0,400000,TF,GF,CAE,CEC,NO,NO,DP,NO,NO,AMCD,AMCD,NO,AMCD,AMCD,AMCD,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SABHERSED20040101M01,RAMGARNGU20030101M01,SABABRMAR20030101H01,RAICERCAR20040101H01,SALMILMUR20180101M01,SALLLACEP20210101H01,RAFLLENOG20220101M01,SAMPALJAC20230101H01,PEPCELVIL20240101M01,NO,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,
359,7,132007.3761,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO NOVO,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,41000,NO,20,50,500000,TF,GF,CAE,CEC,NO,NO,DP,NO,NO,AMCD,AMCD,NO,AMCD,NO,AMCD,AMCD,NO,NO,NO,NO,CETTE,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,SAMCOSBAC20030101M01,PEDPALBAL20030101H01,SARRANAIS20090101M01,PANPALDEH20130101M01,PACADAMEL20170101M01,PABALEPON20210101M01,OSCLEBCAS20250101M01,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
360,2,47567.95004600201,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO NOVO,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,47000,NO,25,25,600000,TF,GF,CAE,CEC,NO,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OLICEBSIL20020101M01,OCTVALSER20020101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
361,2,44257.80947903455,emision,GMM,0,CG-111-X,Ambos,ANU,UNI,PLENO NOVO,PESO,01032026,01032026,AGENTE,TRIMESTRAL,11026,100,53000,NO,10,0,700000,NO,NO,CAE,CEC,NO,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NOEGONGRO20010101M01,NOEPERDED20010101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
362,7,108838.44432543819,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO NOVO,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,65000,NO,10,50,800000,TF,GF,CAE,CEC,NO,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,CETTE,NO,NO,NO,CETTE,NO,NO,NO,NO,SARGALCOR20000101M01,NOACENBAN20000101H01,SELROASIE20090101H01,NICREZSAE20130101H01,SELARRLUG20170101H01,MOIPUEZUN20210101H01,SERMADRAN20250101H01,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
363,2,41986.79328373407,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO NOVO,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,77000,NO,15,0,900000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,SERSAIQUI19990101M01,SHADIXBUR19990101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
364,7,72502.06643951852,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO NOVO,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,96000,NO,20,25,1000000,TF,GF,CAE,CEC,NO,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,MIGARCZAM19980101M01,MAXTUCNAP19980101H01,SHADELLAR20080101M01,MAXZARGUZ20120101M01,SOCRICORT20160101M01,MAUBROROD20200101M01,SOCANDWAR20240101M01,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
365,2,30087.118387306764,emision,GMM,0,CG-111-X,Ambos,ANU,UNI,PLENO NOVO,PESO,01032026,01032026,AGENTE,TRIMESTRAL,11026,100,109000,SI,10,0,1500000,TF,GF,CAE,CEC,NO,NO,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SOFSTOCAB19970101M01,MATMARCID19970101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
366,2,37004.23579078098,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO NOVO,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,109000,SI,10,25,2000000,TF,GF,CAE,NO,NO,NO,DP,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SOFCARQUI19960101M01,SOFPINCAN19960101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
367,7,54315.892401133104,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO NOVO,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,200000,SI,15,25,2500000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SOFCORCAB19950101M01,SOLNEVMUN19950101H01,SOLGUEPIN20080101H01,SOPMEYLEY20120101H01,MATVALSAN20160101H01,SOPALAAVI20200101H01,MATANCPAB20240101H01,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
368,2,40874.12396895303,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO NOVO,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,300000,SI,20,0,3000000,TF,GF,CAE,NO,NO,NO,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,TATBERMON19940101M01,MARAROCOT19940101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
369,7,50649.719169360156,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO NOVO,PESO,01032026,01032026,AGENTE,TRIMESTRAL,11026,100,400000,SI,25,50,4000000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,AMCD,NO,AMCD,AMCD,NO,NO,AMCD,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,MARCOXDEL19930101M01,MARCONVIL19930101H01,MARGUALEO20070101M01,MANCHAMEN20110101M01,LUIORTGRA20150101M01,TATFRARIC20190101M01,LUCLEZNAT20230101M01,NO,NO,NO,NO,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,
370,2,31871.000221968934,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO NOVO,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,500000,SI,10,0,5000000,TF,GF,CAE,NO,NO,NO,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,TERSEBLEM19920101M01,LUCNATCHI19920101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
371,2,30944.234052070846,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO NOVO,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,600000,SI,10,25,30000000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,TEROLMBLA19910101M01,TINGALBON19910101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
372,7,38493.210249886986,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO NOVO,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,700000,SI,15,50,200000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,AMCD,NO,NO,AMCD,NO,AMCD,AMCD,NO,NO,NO,NO,CETTE,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,TINBELVIL19900101M01,VALJAIPAD19900101H01,VALTAPSHE20070101H01,VALVILALE20110101H01,LUCMELBAT20150101H01,VALGARSOL20190101H01,LORMORESP20230101H01,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
373,2,15139.394989802538,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO NOVO,PESO,01032026,01032026,AGENTE,TRIMESTRAL,11026,100,800000,SI,20,0,300000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,VERLUPSEP19890101M01,LIASUNMIN19890101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
374,7,37442.64480229339,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO NOVO,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,900000,SI,25,25,400000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,LEOCATBEC19880101M01,LEOGURARE19880101H01,LEOOLGGUE20060101M01,JULBATMAR20100101M01,JULSOSMER20140101M01,VERSTAREN20180101M01,JUAALAREI20220101M01,NO,NO,NO,NO,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,
375,2,17748.17056403178,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO NOVO,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,1000000,SI,10,0,500000,TF,GF,CAE,NO,NO,NO,DP,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,VICFOWPAT19870101M01,JOSCOEABU19870101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
376,2,191600.3557736514,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO NOVO,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,25000,NO,10,25,600000,TF,GF,CAE,CEC,NO,NO,DP,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,VICLOZMUN19860101M01,VIOURRMUR19860101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
