TCID,NUM ASEGURADOS,PRIMA ESPERADA,FLUJO,TIPO,RUN,CLAVE,RIESGO,TIPO DE DEDUCIBLE,TIPO DE COASEGURO,PLAN,MONEDA,FECHA SOLICITUD,FECHA EFECTO,CONDUCTO DE COBRO,FORMA DE PAGO,AGENTE,PARTICIPACION,DEDUCIBLE,DEDUCIBLE EN EXCESO,COASEGURO,GURA,SUMA ASEGURADA,TF,GF,CAE,CEC,CEE,CEDA,DENTAL,CEDA PREM,CRFCA,AMCDC,AMCDA1,AMCDA2,AMCDA3,AMCDA4,AMCDA5,AMCDA6,AMCDA7,AMCDA8,AMCDA9,AMCDA10,CETTEC,CETTEA1,CETTEA2,CETTEA3,CETTEA4,CETTEA5,CETTEA6,CETTEA7,CETTEA8,CETTEA9,CETTEA10,DNIC,DNIA1,DNIA2,DNIA3,DNIA4,DNIA5,DNIA6,DNIA7,DNIA8,DNIA9,DNIA10,CMAC,CMAA1,CMAA2,CMAA3,CMAA4,CMAA5,CMAA6,CMAA7,CMAA8,CMAA9,CMAA10,POLIZA
299,2,185986.4699318101,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,,NO,0,50,7500000,NO,NO,NO,NO,NO,NO,NO,NO,CRFCA,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19560212H,PRUGASNOT19670212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
300,2,138229.29448705667,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,,NO,0,25,500000,TF,GF,CAE,NO,NO,NO,NO,NO,CRFCA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19640212M,PRUGASNOT19650212M,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
301,2,114509.2954821131,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,,NO,0,50,1000000,TF,GF,CAE,NO,NO,NO,NO,NO,CRFCA,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19700212H,PRUGASNOT19650212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
302,2,137394.23640959998,emision,GMM,0,CG-111-X,Ambos,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,,NO,0,0,170000000,TF,GF,CAE,NO,NO,NO,NO,NO,CRFCA,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19660212H,PRUGASNOT19670212M,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
303,2,63913.22366022105,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,,NO,0,50,500000,TF,GF,CAE,NO,NO,NO,NO,NO,CRFCA,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19930212H,PRUGASNOT19740212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
304,2,193809.6914453112,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,,NO,0,50,2500000,TF,GF,CAE,NO,NO,NO,DP,NO,CRFCA,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19590212M,PRUGASNOT19750212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
305,2,161414.16377965224,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,,NO,0,50,500000,TF,GF,CAE,NO,NO,NO,DP,NO,CRFCA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19580212M,PRUGASNOT19690212M,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
306,2,156849.1300332282,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,,NO,0,50,10000000,TF,GF,CAE,NO,NO,NO,DP,NO,CRFCA,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19860212H,PRUGASNOT19580212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
307,2,68243.96439866621,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,,NO,0,50,1000000,TF,GF,CAE,NO,NO,NO,DP,NO,CRFCA,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19920212M,PRUGASNOT19770212M,,,,,,,,,,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,
308,2,95251.06313664641,emision,GMM,0,CG-111-X,Ambos,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,,NO,0,50,170000000,TF,GF,CAE,NO,NO,NO,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19800212H,PRUGASNOT19620212M,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
309,2,196289.5641379815,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,,NO,0,50,500000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19580212H,PRUGASNOT19630212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
310,2,76128.10914654072,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,,NO,0,25,40000000,TF,GF,CAE,NO,NO,NO,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19780212H,PRUGASNOT19840212M,,,,,,,,,,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,
311,2,38780.7485437125,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,,NO,0,0,2500000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT20010212H,PRUGASNOT20000212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
312,6,212445.5223741963,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,,NO,0,50,1000000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,AMCD,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,PRUGASTIT19950212H,PRUGASNOT19870212H,PRUGASNOT19660212M,PRUGASNOT19850212M,PRUGASNOT19880212M,PRUGASNOT20190212H,,,,,,NO,NO,NO,SI,SI,NO,NO,NO,NO,NO,NO,
313,7,141450.01210416193,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,,NO,0,0,40000000,TF,GF,CAE,NO,NO,NO,DP,NO,CRFCA,AMCD,AMCD,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,PRUGASTIT20090212M,PRUGASNOT19950212M,PRUGASNOT20080212M,PRUGASNOT20100212H,PRUGASNOT20130212H,PRUGASNOT20180212H,PRUGASNOT20180212M,,,,,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,
314,6,116952.1731152552,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,,NO,0,50,10000000,NO,NO,NO,NO,NO,NO,DP,NO,NO,AMCD,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,CETTE,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19830212M,PRUGASNOT19990212M,PRUGASNOT20110212M,PRUGASNOT20150212H,PRUGASNOT20170212H,PRUGASNOT20180212H,,,,,,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,
315,6,179528.68869507275,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,MENSUAL,11026,100,,NO,0,50,2500000,TF,GF,NO,NO,NO,NO,NO,NO,NO,AMCD,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19760212H,PRUGASNOT20040212M,PRUGASNOT20080212H,PRUGASNOT20160212M,PRUGASNOT20170212H,PRUGASNOT20180212H,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
316,6,184277.93752957557,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,,NO,0,50,500000,TF,GF,CAE,NO,NO,NO,NO,NO,CRFCA,AMCD,AMCD,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19650212M,PRUGASNOT20010212H,PRUGASNOT20020212M,PRUGASNOT20140212H,PRUGASNOT20160212H,PRUGASNOT20180212M,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
317,6,138341.42858922135,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,,NO,0,25,30000000,TF,GF,CAE,NO,NO,NO,NO,NO,CRFCA,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19800212H,PRUGASNOT20000212H,PRUGASNOT20050212M,PRUGASNOT20130212M,PRUGASNOT20180212H,PRUGASNOT20180212M,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
318,6,134287.70215740407,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,,NO,0,50,5000000,NO,NO,NO,NO,NO,NO,NO,NO,NO,AMCD,AMCD,AMCD,AMCD,AMCD,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19890212M,PRUGASNOT20000212H,PRUGASNOT20060212H,PRUGASNOT20080212M,PRUGASNOT20160212M,PRUGASNOT20170212H,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
319,6,203876.47176043587,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,,NO,0,50,2500000,NO,NO,NO,NO,NO,NO,NO,NO,CRFCA,AMCD,AMCD,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,CETTE,NO,CETTE,CETTE,NO,CETTE,NO,NO,NO,NO,NO,PRUGASTIT19600212H,PRUGASNOT20100212M,PRUGASNOT20120212H,PRUGASNOT20140212H,PRUGASNOT20160212M,PRUGASNOT20170212M,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
320,2,46657.60460433674,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,,NO,0,50,500000,TF,GF,CAE,NO,NO,NO,DP,NO,CRFCA,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19880212H,PRUGASNOT20190212M,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
321,6,100575.35059719629,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL FLEX A,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,,NO,0,25,500000,TF,GF,CAE,NO,NO,NO,DP,NO,CRFCA,AMCD,AMCD,AMCD,AMCD,AMCD,AMCD,NO,NO,NO,NO,NO,CETTE,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19780212H,PRUGASNOT19990212H,PRUGASNOT19990212H,PRUGASNOT19990212H,PRUGASNOT19990212H,PRUGASNOT20000212M,,,,,,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,
322,5,6645.413931115001,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL INTERNACIONAL,DOLAR,03032025,03032025,AGENTE,ANUAL,11026,100,2450,NO,25,0,8500000,TF,GF,NO,NO,NO,CEDA,NO,NO,NO,AMCD,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19880212H,PRUGASNOT20140212M,PRUGASNOT20140212M,PRUGASNOT20150212M,PRUGASNOT20160212M,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
323,6,10009.316300600001,emision,GMM,0,CG-111-X,NO,UNI,UNI,ALFA MEDICAL INTERNACIONAL,DOLAR,03032025,03032025,AGENTE,ANUAL,11026,100,2450,NO,10,0,8500000,TF,GF,NO,NO,NO,CEDA,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19880212M,PRUGASNOT20140212H,PRUGASNOT20150212H,PRUGASNOT20160212H,PRUGASNOT20170212H,PRUGASNOT20170212H,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
324,4,16031.914918356675,emision,GMM,0,CG-111-X,NO,ANU,UNI,INTEGRO,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,1000000,SI,10,50,900000,TF,GF,CAE,NO,NO,NO,DP,NO,NO,AMCD,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19930212M,PRUGASNOT20150212H,PRUGASNOT20160212H,PRUGASNOT20170212H,,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
325,5,26842.308082922864,emision,GMM,0,CG-111-X,NO,ANU,UNI,INTEGRO,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,1000000,SI,10,0,900000,TF,GF,CAE,NO,NO,NO,DP,NO,NO,AMCD,NO,AMCD,NO,AMCD,NO,NO,NO,NO,NO,NO,CETTE,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19920212H,PRUGASNOT20150212M,PRUGASNOT20160212M,PRUGASNOT20170212M,PRUGASNOT20180212M,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
326,6,33060.975792681435,emision,GMM,0,CG-111-X,NO,ANU,UNI,INTEGRO,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,1000000,SI,10,25,900000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,AMCD,AMCD,AMCD,AMCD,AMCD,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,CETTE,CETTE,CETTE,NO,NO,NO,NO,NO,PRUGASTIT19730212H,PRUGASNOT19990212M,PRUGASNOT20000212M,PRUGASNOT20010212M,PRUGASNOT20020212M,PRUGASNOT20030212H,,,,,,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,
327,4,43133.25304976964,emision,GMM,0,CG-111-X,NO,UNI,UNI,PRACTICO,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,109000,NO,10,0,900000,TF,GF,CAE,NO,NO,CEDA,DP,NO,NO,AMCD,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19880212H,PRUGASNOT20140212H,PRUGASNOT20150212H,PRUGASNOT20160212H,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
328,5,77952.34899486275,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,35000,NO,10,0,900000,TF,GF,CAE,NO,NO,CEDA,NO,NO,NO,AMCD,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19860212H,PRUGASNOT20140212M,PRUGASNOT20150212M,PRUGASNOT20160212M,PRUGASNOT20180212M,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
329,6,68352.67864996222,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,35000,NO,10,0,900000,TF,GF,CAE,NO,NO,CEDA,NO,NO,NO,AMCD,AMCD,AMCD,AMCD,AMCD,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,PRUGASTIT19790212H,PRUGASNOT20010212H,PRUGASNOT20020212H,PRUGASNOT20030212H,PRUGASNOT20050212H,PRUGASNOT20060212H,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
330,6,80050.68759194194,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,MENSUAL,11026,100,59000,NO,10,0,200000,TF,GF,CAE,CEC,NO,CEDA,DP,NO,NO,AMCD,NO,AMCD,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19820212H,PRUGASNOT20140212H,PRUGASNOT20150212H,PRUGASNOT20160212H,PRUGASNOT20170212H,PRUGASNOT20180212H,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
331,5,68238.99357682762,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,MENSUAL,11026,100,65000,NO,10,0,200000,TF,GF,CAE,CEC,NO,NO,NO,NO,NO,AMCD,AMCD,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19820212H,PRUGASNOT20140212M,PRUGASNOT20150212M,PRUGASNOT20160212M,PRUGASNOT20170212M,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
332,5,64625.32716861594,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,MENSUAL,11026,100,77000,NO,10,0,200000,TF,GF,CAE,CEC,NO,CEDA,NO,NO,NO,AMCD,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19880212H,PRUGASNOT20010212H,PRUGASNOT20020212H,PRUGASNOT20030212H,PRUGASNOT20050212H,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
333,5,212380.79652167938,emision,GMM,0,CG-111-X,NO,UNI,UNI,PLENO,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,25000,NO,10,0,200000,TF,GF,CAE,CEC,NO,CEDA,DP,NO,NO,AMCD,AMCD,AMCD,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19780212H,PRUGASNOT20140212H,PRUGASNOT20150212H,PRUGASNOT20160212H,PRUGASNOT20170212H,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
334,6,97817.91066903809,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,MENSUAL,11026,100,41000,NO,10,0,200000,TF,GF,CAE,CEC,NO,CEDA,NO,NO,NO,AMCD,AMCD,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,PRUGASTIT19950212H,PRUGASNOT20140212M,PRUGASNOT20150212M,PRUGASNOT20160212M,PRUGASNOT20170212M,PRUGASNOT20170212M,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
335,4,156913.1137665948,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,03032025,03032025,AGENTE,MENSUAL,11026,100,41000,NO,10,0,200000,TF,GF,CAE,CEC,CEE,CEDA,NO,NO,NO,AMCD,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19880212H,PRUGASNOT20140212H,PRUGASNOT20150212H,PRUGASNOT20160212H,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
336,3,144696.90385023077,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,03032025,03032025,AGENTE,MENSUAL,11026,100,41000,NO,10,0,200000,TF,GF,CAE,CEC,CEE,CEDA,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19880212M,PRUGASNOT20150212M,PRUGASNOT20190212M,,,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
337,6,250051.5093268124,emision,GMM,0,CG-111-X,NO,UNI,UNI,PLENO INT,PESO,03032025,03032025,AGENTE,MENSUAL,11026,100,47000,NO,10,0,80000000,TF,GF,CAE,CEC,CEE,CEDA,DP,NO,NO,AMCD,NO,AMCD,AMCD,NO,AMCD,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,PRUGASTIT19730212H,PRUGASNOT20000212M,PRUGASNOT20020212M,PRUGASNOT20030212H,PRUGASNOT20040212M,PRUGASNOT20050212H,,,,,,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,
338,2,17102.47930135555,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,600000,SI,10,25,170000000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19840212M,PRUGASNOT19840212H,,,,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
339,9,77192.68893992245,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,200000,SI,15,50,80000000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,AMCD,AMCD,AMCD,NO,AMCD,AMCD,NO,NO,NO,NO,NO,CETTE,NO,CETTE,NO,NO,NO,NO,NO,CETTE,NO,NO,PRUGASTIT19680212M,PRUGASNOT19680212H,PRUGASNOT20020212M,PRUGASNOT20030212H,PRUGASNOT20060212M,PRUGASNOT20070212H,PRUGASNOT20100212M,PRUGASNOT20150212M,PRUGASNOT20170212H,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
340,2,96914.86762445292,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,77000,NO,10,0,60000000,TF,GF,CAE,CEC,CEE,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19840212M,PRUGASNOT19840212H,,,,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
341,2,526243.3580423063,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,29000,NO,15,0,90000000,TF,GF,CAE,CEC,CEE,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19680212M,PRUGASNOT19680212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
342,2,24080.029754161333,emision,GMM,0,CG-111-X,Ambos,ANU,UNI,PRACTICO TOTAL,PESO,03032025,03032025,AGENTE,MENSUAL,11026,100,96000,NO,20,25,1000000,TF,GF,CAE,CEC,NO,NO,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19910212M,PRUGASNOT19910212H,,,,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
343,2,13208.44488077474,emision,GMM,0,CG-111-X,NO,ANU,UNI,INTEGRO,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,600000,SI,10,25,80000000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19840212M,PRUGASNOT19840212H,,,,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
344,7,109789.2219103159,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,59000,NO,20,50,300000,TF,GF,CAE,NO,NO,CEDA,NO,NO,NO,AMCD,NO,AMCD,AMCD,AMCD,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19820212M,PRUGASNOT19820212H,PRUGASNOT19990212M,PRUGASNOT20030212M,PRUGASNOT20070212M,PRUGASNOT20110212M,PRUGASNOT20150212M,,,,,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,
